"Id_receta";"Fecha_emision_receta";"Rotulo_receta";"Tipo_tratamiento_receta";"Replica_receta";"Tratamiento_prolongado_receta";"cliente_DNI_cliente";"M�dico_numMatr�cula"
292;"2024-05-20 19:24:08";"Centro Médico Rosario";"psicotr�pico";"archivada";0;63192652;161662
293;"2024-05-24 06:03:37";"";"medicación";"simple";0;85325092;370738
294;"2024-05-30 08:11:06";"";"terapia ocupacional";"simple";1;49676073;543256
295;"2024-06-05 18:14:12";"Centro Médico Rosario";"antibi�tico";"duplicada";0;69139425;345796
296;"2024-05-17 05:56:32";"Centro Médico Rosario";"terapia de masajes";"simple";0;70903456;188626
297;"2024-05-22 09:18:02";"Clínica San Martín";"terapia de masajes";"simple";0;38207070;211966
298;"2024-06-03 11:25:14";"";"terapia de grupo";"simple";0;78686736;336760
299;"2024-05-28 05:38:36";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;65903828;355534
300;"2024-05-17 06:51:56";"Sanatorio Belgrano";"terapia ocupacional";"simple";1;84771759;151984
301;"2024-06-06 10:55:00";"Sanatorio Belgrano";"antibi�tico";"archivada";0;14180322;356218
302;"2024-05-18 03:35:19";"Instituto de Salud Pública de Córdoba";"medicación";"simple";0;48634934;480442
303;"2024-05-28 17:34:00";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"archivada";0;41768211;241444
304;"2024-05-21 05:15:59";"Clínica San Martín";"terapia de grupo";"simple";0;39256442;110980
305;"2024-05-18 04:24:00";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"archivada";0;85755444;329806
306;"2024-05-23 01:29:35";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;80615019;262588
307;"2024-05-24 14:07:41";"Hospital General de Buenos Aires";"terapia física";"simple";0;69986394;342634
308;"2024-05-19 02:49:25";"Clínica San Martín";"cirugía";"simple";0;78686736;121846
309;"2024-06-01 04:36:49";"Instituto de Salud Pública de Córdoba";"antibi�tico";"archivada";0;42259609;523306
310;"2024-06-01 05:36:02";"Centro Médico Rosario";"";"simple";0;63192652;244522
311;"2024-06-04 08:00:45";"Clínica San Martín";"antibi�tico";"triplicada";0;94776699;581350
312;"2024-06-02 05:17:40";"Clínica San Martín";"terapia física";"simple";0;13362601;182758
313;"2024-05-21 00:40:07";"Hospital General de Buenos Aires";"antibi�tico";"triplicada";0;48230553;507754
314;"2024-05-15 21:26:03";"";"terapia ocupacional";"simple";0;79226212;187450
315;"2024-05-28 03:05:39";"Instituto de Salud Pública de Córdoba";"terapia de grupo";"simple";0;53798045;509572
316;"2024-05-19 18:56:42";"Sanatorio Belgrano";"cirugía";"simple";0;38611671;393088
317;"2024-05-28 05:46:52";"";"terapia ocupacional";"simple";0;30273922;369772
318;"2024-06-02 01:47:52";"";"tratamiento con láser";"simple";0;54194799;236554
319;"2024-05-16 17:18:13";"Sanatorio Belgrano";"";"simple";0;42259609;299680
320;"2024-05-27 20:39:58";"Clínica San Martín";"antibi�tico";"triplicada";0;33665705;384004
321;"2024-06-06 04:13:36";"";"tratamiento homeopático";"simple";0;88631854;157012
322;"2024-05-28 20:21:26";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;25130361;515662
323;"2024-06-02 19:10:02";"";"cirugía";"simple";0;32681211;101716
324;"2024-05-17 22:36:57";"";"";"simple";0;79951301;426346
325;"2024-05-15 21:50:55";"Sanatorio Belgrano";"medicación";"simple";0;71381862;380950
326;"2024-05-21 10:08:20";"Sanatorio Belgrano";"terapia de grupo";"simple";0;48126495;393340
327;"2024-05-17 05:57:18";"Instituto de Salud Pública de Córdoba";"";"simple";0;39053444;336844
328;"2024-06-03 20:34:27";"Clínica San Martín";"terapia de masajes";"simple";0;99613890;539668
329;"2024-05-22 03:28:07";"Instituto de Salud Pública de Córdoba";"acupuntura";"simple";0;59664447;311836
330;"2024-05-27 11:38:00";"Clínica San Martín";"terapia de grupo";"simple";0;42259609;148120
331;"2024-05-26 16:30:30";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";0;10765127;580246
332;"2024-05-31 21:34:06";"Hospital General de Buenos Aires";"terapia ocupacional";"simple";0;67317964;329806
333;"2024-05-17 10:45:40";"Instituto de Salud Pública de Córdoba";"antibi�tico";"duplicada";0;39359201;575422
334;"2024-06-04 05:23:40";"";"terapia de masajes";"simple";0;86376855;476866
335;"2024-06-07 20:39:57";"";"antibi�tico";"triplicada";0;85325092;240376
336;"2024-05-20 13:53:14";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";0;56225585;370510
337;"2024-05-21 10:00:39";"Sanatorio Belgrano";"terapia de masajes";"simple";0;65134337;450628
338;"2024-05-24 02:38:49";"Clínica San Martín";"tratamiento homeopático";"simple";0;20051552;199426
339;"2024-05-27 18:11:12";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;80615019;540292
340;"2024-05-25 19:37:01";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;31087386;125476
341;"2024-05-21 04:17:03";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;30273922;397306
342;"2024-05-20 04:37:36";"";"tratamiento homeopático";"simple";0;87951839;187852
343;"2024-06-02 10:44:02";"";"psicotr�pico";"duplicada";0;47962084;187450
344;"2024-05-23 23:21:41";"Hospital General de Buenos Aires";"acupuntura";"simple";0;95153803;102760
345;"2024-05-19 23:14:56";"Hospital General de Buenos Aires";"terapia física";"simple";1;28056265;132250
346;"2024-06-04 18:31:14";"Sanatorio Belgrano";"acupuntura";"simple";0;20051552;403612
347;"2024-06-04 12:25:34";"Centro Médico Rosario";"psicotr�pico";"triplicada";0;89647534;212620
348;"2024-05-19 00:43:40";"Centro Médico Rosario";"acupuntura";"simple";0;60360637;354772
349;"2024-06-02 00:27:01";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";0;35446298;426346
350;"2024-06-07 18:46:36";"Sanatorio Belgrano";"terapia de masajes";"simple";0;18845261;126345
351;"2024-05-27 09:33:55";"Clínica San Martín";"medicación";"simple";0;88830475;496690
352;"2024-05-21 11:45:47";"Sanatorio Belgrano";"antibi�tico";"archivada";0;82683067;535090
353;"2024-05-25 17:30:32";"";"terapia ocupacional";"simple";0;34973301;103720
354;"2024-05-28 20:22:29";"Sanatorio Belgrano";"medicación";"simple";0;91764639;466654
355;"2024-05-27 17:14:12";"Centro Médico Rosario";"acupuntura";"simple";1;16347814;296680
356;"2024-05-14 12:46:04";"";"psicotr�pico";"triplicada";0;65643965;458254
357;"2024-05-19 07:57:12";"Hospital General de Buenos Aires";"medicación";"simple";0;65903828;543256
358;"2024-05-21 02:36:23";"Centro Médico Rosario";"acupuntura";"simple";1;99240067;161662
359;"2024-05-21 15:50:15";"Sanatorio Belgrano";"antibi�tico";"archivada";0;99484656;416578
360;"2024-05-24 01:50:20";"Hospital General de Buenos Aires";"medicación";"simple";0;16807428;565162
361;"2024-05-28 09:18:52";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;34611302;204838
362;"2024-05-26 21:33:57";"Centro Médico Rosario";"";"simple";0;10513053;571882
363;"2024-05-30 22:00:34";"Sanatorio Belgrano";"acupuntura";"simple";0;75192003;553690
364;"2024-06-04 10:49:06";"Clínica San Martín";"acupuntura";"simple";0;11166859;303322
365;"2024-05-17 12:50:07";"Instituto de Salud Pública de Córdoba";"terapia de masajes";"simple";0;10603969;467110
366;"2024-05-19 11:14:58";"Instituto de Salud Pública de Córdoba";"medicación";"simple";0;25511741;355534
367;"2024-05-14 17:24:20";"";"terapia cognitivo-conductual";"simple";0;31761780;423022
368;"2024-05-31 11:39:57";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;20062102;489316
369;"2024-05-21 11:13:49";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;38651134;132820
370;"2024-05-18 08:55:04";"Sanatorio Belgrano";"antibi�tico";"archivada";0;23223808;438004
371;"2024-05-30 12:19:43";"Instituto de Salud Pública de Córdoba";"tratamiento con láser";"simple";0;76551366;552496
372;"2024-05-17 00:00:11";"Sanatorio Belgrano";"terapia de grupo";"simple";0;29735594;508282
373;"2024-05-15 08:51:34";"";"tratamiento homeopático";"simple";0;56805722;370738
374;"2024-05-26 15:38:32";"";"cirugía";"simple";0;57187470;173110
375;"2024-05-17 14:41:30";"Clínica San Martín";"tratamiento con láser";"simple";0;51974799;465256
376;"2024-05-24 06:36:06";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;28056265;453310
377;"2024-06-04 06:54:00";"Centro Médico Rosario";"tratamiento con láser";"simple";0;56805722;317716
378;"2024-05-18 21:59:54";"";"terapia de masajes";"simple";0;49676073;335776
379;"2024-06-02 12:02:34";"Sanatorio Belgrano";"terapia de grupo";"simple";0;96088162;354772
380;"2024-05-24 12:28:20";"Sanatorio Belgrano";"medicación";"simple";0;29393737;558022
381;"2024-05-25 11:07:18";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"archivada";0;93671620;410560
382;"2024-05-25 03:05:02";"Hospital General de Buenos Aires";"antibi�tico";"triplicada";0;16224051;482206
383;"2024-05-20 15:17:16";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;62414730;293008
384;"2024-05-19 12:40:10";"";"terapia de masajes";"simple";0;48230553;410608
385;"2024-05-30 04:59:55";"";"";"simple";0;94847000;253288
386;"2024-05-30 21:21:50";"Sanatorio Belgrano";"cirugía";"simple";0;32570310;207784
387;"2024-05-30 16:41:24";"Clínica San Martín";"psicotr�pico";"archivada";0;31440108;163204
388;"2024-05-14 07:16:23";"Centro Médico Rosario";"medicación";"simple";0;93671620;282100
389;"2024-06-02 07:59:12";"";"tratamiento con láser";"simple";0;44321257;581968
390;"2024-05-26 11:42:07";"";"terapia cognitivo-conductual";"simple";0;79114431;579232
391;"2024-05-17 00:17:51";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;41215288;302296
392;"2024-06-04 01:31:57";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;70573301;159676
393;"2024-05-26 21:45:36";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;70520707;345796
394;"2024-05-31 12:09:15";"Hospital General de Buenos Aires";"terapia de grupo";"simple";0;60360637;188626
395;"2024-05-24 06:08:44";"";"tratamiento con láser";"simple";0;27400088;458254
396;"2024-05-29 10:19:19";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;91777212;341140
397;"2024-06-05 05:48:02";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;86060893;466654
398;"2024-05-29 13:18:45";"Clínica San Martín";"psicotr�pico";"triplicada";0;13924480;328246
399;"2024-06-02 02:58:29";"";"antibi�tico";"triplicada";0;31087386;281476
400;"2024-05-21 16:28:03";"Clínica San Martín";"cirugía";"simple";0;66162304;410938
401;"2024-05-19 01:42:01";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;86060893;552496
402;"2024-05-27 10:59:06";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"triplicada";0;31457173;388216
403;"2024-05-22 06:32:37";"";"terapia ocupacional";"simple";0;11489420;438004
404;"2024-05-28 10:48:21";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;82683067;226672
405;"2024-05-23 15:52:58";"Hospital General de Buenos Aires";"medicación";"simple";0;92259708;340750
406;"2024-05-20 00:02:50";"Instituto de Salud Pública de Córdoba";"";"simple";0;79226212;450628
407;"2024-05-22 13:34:19";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;95153803;393088
408;"2024-06-04 13:47:12";"Clínica San Martín";"psicotr�pico";"triplicada";0;70520707;248230
409;"2024-05-30 17:34:20";"Centro Médico Rosario";"terapia cognitivo-conductual";"simple";0;20062102;409594
410;"2024-05-29 17:52:50";"";"medicación";"simple";0;49385526;354772
411;"2024-05-15 07:16:57";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;51974799;121846
412;"2024-05-28 15:23:58";"Instituto de Salud Pública de Córdoba";"";"simple";0;64620354;467110
413;"2024-05-25 01:00:38";"";"antibi�tico";"archivada";0;93954865;270328
414;"2024-05-23 10:19:11";"Hospital General de Buenos Aires";"tratamiento homeopático";"simple";0;34934286;104752
415;"2024-06-06 12:14:15";"Hospital General de Buenos Aires";"terapia física";"simple";0;79226212;159676
416;"2024-06-03 18:30:00";"";"psicotr�pico";"duplicada";1;99243506;543256
417;"2024-05-27 06:07:47";"Hospital General de Buenos Aires";"tratamiento homeopático";"simple";0;31087386;336550
418;"2024-05-25 23:01:36";"Clínica San Martín";"medicación";"simple";0;30503859;174310
419;"2024-05-21 21:03:29";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;93671620;481414
420;"2024-05-22 16:24:48";"";"terapia ocupacional";"simple";1;83493541;241444
421;"2024-06-05 00:59:35";"Hospital General de Buenos Aires";"tratamiento con láser";"simple";0;29453626;211966
422;"2024-05-27 13:42:25";"Clínica San Martín";"antibi�tico";"triplicada";0;45426815;181318
423;"2024-05-27 21:51:24";"Centro Médico Rosario";"psicotr�pico";"archivada";0;74718043;405616
424;"2024-05-18 08:13:49";"Sanatorio Belgrano";"medicación";"simple";0;14495567;552496
425;"2024-05-15 16:24:57";"Sanatorio Belgrano";"psicotr�pico";"triplicada";0;64450270;572224
426;"2024-05-29 06:49:56";"";"terapia de masajes";"simple";0;77084715;303478
427;"2024-05-29 08:07:18";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"triplicada";0;75135337;470968
428;"2024-06-02 04:54:33";"Clínica San Martín";"antibi�tico";"triplicada";0;38398462;275518
429;"2024-05-24 04:50:14";"";"tratamiento homeopático";"simple";0;86604025;243880
430;"2024-05-31 16:36:06";"";"psicotr�pico";"duplicada";0;31296008;428122
431;"2024-05-28 09:19:28";"Instituto de Salud Pública de Córdoba";"terapia de grupo";"simple";0;98445860;416578
432;"2024-05-21 13:21:36";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";1;82169374;487192
433;"2024-06-04 11:55:44";"";"psicotr�pico";"archivada";0;56805722;270220
434;"2024-06-01 05:02:38";"";"psicotr�pico";"triplicada";1;16478694;402484
435;"2024-05-24 22:32:40";"Clínica San Martín";"psicotr�pico";"triplicada";0;70848986;538222
436;"2024-05-22 02:36:16";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;59707538;539668
437;"2024-05-14 07:05:38";"Instituto de Salud Pública de Córdoba";"terapia cognitivo-conductual";"simple";0;71715813;541804
438;"2024-06-07 14:56:08";"Instituto de Salud Pública de Córdoba";"terapia de masajes";"simple";0;51940267;340750
439;"2024-05-30 11:26:54";"";"terapia física";"simple";0;10825579;517336
440;"2024-05-25 00:09:38";"Hospital General de Buenos Aires";"psicotr�pico";"archivada";0;48142080;226672
441;"2024-05-26 06:53:03";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;23170986;388216
442;"2024-05-29 14:52:20";"";"antibi�tico";"duplicada";0;23544653;434518
443;"2024-05-19 19:59:36";"Sanatorio Belgrano";"medicación";"simple";0;49676073;433066
444;"2024-05-17 02:04:19";"Centro Médico Rosario";"psicotr�pico";"triplicada";0;49385526;504298
445;"2024-05-17 05:58:04";"Clínica San Martín";"antibi�tico";"duplicada";1;79754597;215164
446;"2024-06-02 08:42:53";"Hospital General de Buenos Aires";"acupuntura";"simple";0;67822713;364666
447;"2024-05-25 23:31:10";"Clínica San Martín";"cirugía";"simple";0;34989690;324976
448;"2024-06-05 22:31:52";"";"acupuntura";"simple";0;12498035;589894
449;"2024-05-16 09:42:06";"Centro Médico Rosario";"antibi�tico";"triplicada";0;45020343;405304
450;"2024-05-21 18:18:54";"Clínica San Martín";"terapia física";"simple";0;42230920;315226
451;"2024-05-31 04:35:48";"";"terapia física";"simple";0;92655982;573652
452;"2024-05-16 07:11:35";"";"cirugía";"simple";0;35446298;587356
453;"2024-06-03 05:05:31";"Hospital General de Buenos Aires";"terapia cognitivo-conductual";"simple";0;12128805;428122
454;"2024-05-17 10:54:40";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;73000250;184576
455;"2024-05-28 04:45:29";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;86376855;317398
456;"2024-05-20 15:47:38";"Instituto de Salud Pública de Córdoba";"";"simple";0;61374904;227308
457;"2024-06-04 08:25:21";"";"cirugía";"simple";0;70610007;113092
458;"2024-06-01 05:40:21";"Centro Médico Rosario";"terapia física";"simple";0;62964585;406390
459;"2024-06-06 18:28:44";"Sanatorio Belgrano";"terapia ocupacional";"simple";0;21997057;470134
460;"2024-06-02 09:20:19";"Hospital General de Buenos Aires";"antibi�tico";"archivada";0;71719511;234034
461;"2024-05-20 07:54:03";"Hospital General de Buenos Aires";"tratamiento con láser";"simple";0;69312265;299680
462;"2024-06-03 20:01:16";"Sanatorio Belgrano";"tratamiento con láser";"simple";0;44321257;577084
463;"2024-05-25 18:50:35";"Clínica San Martín";"antibi�tico";"duplicada";0;34973301;399028
464;"2024-06-03 21:10:26";"Centro Médico Rosario";"terapia de grupo";"simple";0;90136395;216346
465;"2024-06-06 14:40:20";"Hospital General de Buenos Aires";"antibi�tico";"duplicada";0;10474504;552838
466;"2024-05-29 12:08:23";"Centro Médico Rosario";"terapia ocupacional";"simple";0;90136395;431890
467;"2024-05-26 08:24:33";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";0;13998076;570322
468;"2024-05-22 21:35:23";"Centro Médico Rosario";"psicotr�pico";"archivada";0;10474504;244522
469;"2024-05-14 00:41:52";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;26751915;424786
470;"2024-06-07 23:49:25";"Centro Médico Rosario";"antibi�tico";"archivada";0;35713262;413638
471;"2024-05-26 15:48:38";"Sanatorio Belgrano";"acupuntura";"simple";0;14252328;548182
472;"2024-05-22 15:10:14";"Centro Médico Rosario";"terapia cognitivo-conductual";"simple";0;52584627;540292
473;"2024-05-24 10:02:02";"Clínica San Martín";"terapia ocupacional";"simple";0;35461908;266476
474;"2024-05-19 10:47:53";"Clínica San Martín";"psicotr�pico";"archivada";0;21440470;332614
475;"2024-05-18 11:25:06";"Centro Médico Rosario";"psicotr�pico";"archivada";0;32129211;397600
476;"2024-05-26 18:09:57";"Hospital General de Buenos Aires";"antibi�tico";"duplicada";0;87377443;287602
477;"2024-06-01 00:01:50";"Clínica San Martín";"cirugía";"simple";0;82798038;493582
478;"2024-06-01 06:01:37";"";"cirugía";"simple";0;57049290;492586
479;"2024-06-07 13:05:11";"";"acupuntura";"simple";0;79754597;209302
480;"2024-06-01 15:19:05";"Clínica San Martín";"tratamiento con láser";"simple";0;37494023;125476
481;"2024-05-19 08:04:42";"Sanatorio Belgrano";"terapia de grupo";"simple";0;13924480;489316
482;"2024-06-06 18:33:22";"Hospital General de Buenos Aires";"tratamiento con láser";"simple";0;69105700;122224
483;"2024-05-21 12:32:46";"";"terapia ocupacional";"simple";0;88585237;266854
484;"2024-06-02 15:05:29";"Instituto de Salud Pública de Córdoba";"antibi�tico";"triplicada";0;38843283;451114
485;"2024-06-07 03:49:08";"Hospital General de Buenos Aires";"psicotr�pico";"duplicada";0;72954152;430966
486;"2024-05-16 07:02:56";"";"terapia física";"simple";0;67317964;155296
487;"2024-05-29 04:59:30";"Clínica San Martín";"antibi�tico";"duplicada";1;65923387;186538
488;"2024-05-22 20:00:38";"";"";"simple";0;40884458;421402
489;"2024-05-16 22:22:49";"";"medicación";"simple";0;69986394;585568
490;"2024-06-04 21:09:51";"Hospital General de Buenos Aires";"cirugía";"simple";0;34988337;401260
491;"2024-05-28 22:36:04";"Centro Médico Rosario";"tratamiento con láser";"simple";0;12128805;407074
492;"2024-06-06 08:46:43";"Centro Médico Rosario";"acupuntura";"simple";0;30537397;329962
493;"2024-06-06 22:15:05";"Instituto de Salud Pública de Córdoba";"cirugía";"simple";0;12128805;447754
494;"2024-06-03 18:36:03";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;97084250;480442
495;"2024-05-30 19:41:45";"Centro Médico Rosario";"cirugía";"simple";0;51940267;584050
496;"2024-05-14 13:00:10";"";"antibi�tico";"duplicada";0;52818901;410560
497;"2024-05-14 21:08:21";"Instituto de Salud Pública de Córdoba";"acupuntura";"simple";0;25351390;421402
498;"2024-05-21 11:51:28";"Clínica San Martín";"psicotr�pico";"triplicada";0;32353994;211966
499;"2024-05-15 07:30:24";"Instituto de Salud Pública de Córdoba";"terapia ocupacional";"simple";0;49172161;416206
500;"2024-05-22 19:44:04";"Clínica San Martín";"psicotr�pico";"archivada";0;16224051;126345
501;"2024-06-01 11:57:19";"";"terapia de masajes";"simple";0;66068317;543610
502;"2024-05-23 02:27:13";"Sanatorio Belgrano";"cirugía";"simple";0;74829108;507928
503;"2024-05-19 16:18:55";"Centro Médico Rosario";"";"simple";0;18845261;134446
504;"2024-05-14 02:39:45";"Centro Médico Rosario";"tratamiento homeopático";"simple";0;27348315;280534
505;"2024-05-17 19:13:22";"Sanatorio Belgrano";"terapia física";"simple";0;53688976;422764
506;"2024-06-01 21:01:23";"Clínica San Martín";"antibi�tico";"triplicada";0;40884458;102760
507;"2024-05-23 09:01:38";"Hospital General de Buenos Aires";"psicotr�pico";"archivada";0;19485033;497944
508;"2024-06-02 06:41:04";"";"terapia de grupo";"simple";1;79114431;575044
509;"2024-05-19 16:54:09";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";0;31761780;584824
510;"2024-05-21 21:09:44";"Hospital General de Buenos Aires";"";"simple";0;35788571;581350
511;"2024-05-29 06:43:22";"Clínica San Martín";"cirugía";"simple";0;89257418;410608
512;"2024-05-18 21:03:03";"Clínica San Martín";"antibi�tico";"archivada";0;21997152;483478
513;"2024-05-17 09:12:36";"Sanatorio Belgrano";"antibi�tico";"triplicada";0;14135169;413638
514;"2024-06-06 20:05:29";"Instituto de Salud Pública de Córdoba";"tratamiento homeopático";"simple";1;65125981;384022
515;"2024-06-05 03:29:42";"Hospital General de Buenos Aires";"acupuntura";"simple";0;31440108;507754
516;"2024-05-18 02:27:58";"";"medicación";"simple";0;22292091;330280
517;"2024-05-15 00:56:39";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;50024689;342634
518;"2024-06-04 10:13:14";"";"medicación";"simple";0;13612803;548704
519;"2024-05-18 12:46:50";"";"cirugía";"simple";0;99613890;173110
520;"2024-05-26 22:24:07";"";"";"simple";0;54370290;565378
521;"2024-05-22 10:09:23";"Clínica San Martín";"tratamiento con láser";"simple";0;69377223;518266
522;"2024-06-01 15:53:01";"Instituto de Salud Pública de Córdoba";"acupuntura";"simple";0;38172263;562438
523;"2024-05-14 06:53:23";"Clínica San Martín";"terapia de grupo";"simple";1;64116052;221932
524;"2024-05-16 10:25:46";"Hospital General de Buenos Aires";"antibi�tico";"triplicada";0;48125386;342904
525;"2024-05-17 15:17:26";"";"terapia de grupo";"simple";0;98220619;293008
526;"2024-05-21 01:49:51";"";"terapia de masajes";"simple";1;36810979;577084
527;"2024-05-27 06:10:14";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;39676214;513532
528;"2024-06-02 04:09:39";"";"cirugía";"simple";1;11166859;417238
529;"2024-05-20 10:41:06";"";"terapia física";"simple";0;38201425;558022
530;"2024-05-17 16:36:51";"";"tratamiento homeopático";"simple";1;19596856;489316
531;"2024-06-02 16:04:09";"Centro Médico Rosario";"psicotr�pico";"duplicada";0;79114431;394612
532;"2024-05-27 16:07:24";"Clínica San Martín";"antibi�tico";"archivada";0;53148138;168496
533;"2024-05-31 01:17:55";"";"antibi�tico";"archivada";0;99886821;259774
534;"2024-05-27 20:24:24";"";"tratamiento homeopático";"simple";0;12128805;397306
535;"2024-05-24 17:27:17";"Sanatorio Belgrano";"terapia de masajes";"simple";0;73291498;594904
536;"2024-06-05 07:56:46";"Centro Médico Rosario";"terapia de masajes";"simple";1;53600584;303322
537;"2024-05-26 05:35:40";"";"antibi�tico";"archivada";0;86376855;303478
538;"2024-05-17 01:23:10";"";"terapia ocupacional";"simple";0;82683067;148018
539;"2024-06-02 03:03:42";"Centro Médico Rosario";"terapia de masajes";"simple";0;44516639;397600
540;"2024-05-23 15:57:28";"";"tratamiento homeopático";"simple";0;22131187;132820
541;"2024-05-29 01:05:41";"";"psicotr�pico";"triplicada";0;65134337;531364
542;"2024-05-28 17:16:45";"Hospital General de Buenos Aires";"cirugía";"simple";0;48022033;280534
543;"2024-06-05 20:35:23";"";"tratamiento homeopático";"simple";0;83271313;409594
544;"2024-06-05 05:34:47";"Clínica San Martín";"antibi�tico";"triplicada";0;64121971;523306
545;"2024-05-24 01:33:11";"";"acupuntura";"simple";0;47151089;220750
546;"2024-06-02 16:36:45";"Instituto de Salud Pública de Córdoba";"";"simple";0;30199257;230290
547;"2024-05-26 15:25:27";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;96088162;229162
548;"2024-05-19 09:20:32";"";"tratamiento con láser";"simple";0;13943347;380950
549;"2024-05-24 08:44:29";"Clínica San Martín";"terapia física";"simple";0;90136395;270328
550;"2024-05-17 06:43:26";"Centro Médico Rosario";"acupuntura";"simple";0;36649122;258040
551;"2024-05-17 13:45:36";"Centro Médico Rosario";"";"simple";0;93057897;239134
552;"2024-05-21 03:42:24";"Centro Médico Rosario";"terapia cognitivo-conductual";"simple";0;85196275;202360
553;"2024-06-03 12:07:46";"Instituto de Salud Pública de Córdoba";"terapia de masajes";"simple";1;64488089;267802
554;"2024-06-02 00:51:20";"";"tratamiento con láser";"simple";0;63192652;336760
555;"2024-06-01 02:07:56";"Instituto de Salud Pública de Córdoba";"psicotr�pico";"triplicada";0;79381924;590302
556;"2024-05-31 20:25:54";"";"medicación";"simple";0;92730312;487714
557;"2024-06-06 18:10:19";"Sanatorio Belgrano";"terapia ocupacional";"simple";0;35446298;244522
558;"2024-05-31 16:01:15";"Clínica San Martín";"terapia ocupacional";"simple";0;28987104;434518
559;"2024-05-28 22:25:36";"Instituto de Salud Pública de Córdoba";"medicación";"simple";1;27348315;345796
560;"2024-06-05 00:54:29";"Centro Médico Rosario";"terapia de grupo";"simple";0;64116052;581290
561;"2024-05-19 08:44:38";"Sanatorio Belgrano";"acupuntura";"simple";0;49596187;564718
562;"2024-05-20 04:33:56";"Sanatorio Belgrano";"";"simple";0;26029058;336844
563;"2024-05-15 02:34:29";"Clínica San Martín";"";"simple";0;84771759;581968
564;"2024-05-23 01:23:49";"";"tratamiento con láser";"simple";0;69105700;501046
565;"2024-05-24 03:52:51";"Sanatorio Belgrano";"terapia cognitivo-conductual";"simple";0;87377443;399256
566;"2024-05-23 13:40:06";"Sanatorio Belgrano";"terapia de grupo";"simple";0;45020343;236062
567;"2024-06-06 23:22:46";"Clínica San Martín";"terapia de grupo";"simple";0;39053444;565378
568;"2024-05-29 07:38:11";"";"cirugía";"simple";0;54370290;243880
569;"2024-06-05 19:49:42";"";"antibi�tico";"triplicada";0;77084715;410608
570;"2024-06-04 03:29:20";"Centro Médico Rosario";"cirugía";"simple";0;64121971;348406
571;"2024-05-18 11:59:48";"Sanatorio Belgrano";"acupuntura";"simple";0;84385124;428122
572;"2024-05-28 04:22:09";"";"psicotr�pico";"duplicada";0;49222077;413638
573;"2024-06-06 14:08:22";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;53798045;342904
574;"2024-05-18 19:26:09";"";"terapia de masajes";"simple";0;42259609;244522
575;"2024-05-29 06:49:40";"Instituto de Salud Pública de Córdoba";"";"simple";0;52007891;409594
576;"2024-06-07 21:57:45";"Instituto de Salud Pública de Córdoba";"terapia física";"simple";0;48634934;234034
577;"2024-06-02 00:12:27";"Sanatorio Belgrano";"tratamiento homeopático";"simple";0;47962084;417238
578;"2024-05-26 03:01:29";"Hospital General de Buenos Aires";"terapia de masajes";"simple";0;22153307;182758
